chemical formula,saturation magnetization,compoundradix,stoicentw,Zw,periodw,groupw,meltingTw,miedemaH,valencew,electronegw
Ti1 Co3,0.6983931347952474,2.0,0.5623351446188083,56.1666708,4.0,7.75,1811.25,-21.0,4.75,1.795
Ti1 Cr1 Ag1,0.6450743270634872,3.0,1.0986122886681098,69.24382666666666,4.333333333333333,6.999999999999999,1785.31,8.0,4.666666666666666,1.71
Ti1 Cr1 N2,0.6397915567805528,3.0,1.0397207708399179,31.969314999999998,3.0,10.0,1061.825,-150.25,5.0,2.3200000000000003
Ti1 Cu1,0.3668493070081038,2.0,0.6931471805599453,55.7067,4.0,7.5,1649.385,-9.0,4.0,1.72
Ti1 Fe1,0.25949096848505665,2.0,0.6931471805599453,51.85615,4.0,6.0,1876.0,-17.0,5.0,1.685
Ti1 Fe1 Co1 Ge1,0.237915726837442,4.0,1.3862943611198906,58.819073599999996,4.0,8.75,1682.85,-33.625,4.75,1.815
Ti1 Fe1 Co1 Sb1,0.4158737968713113,4.0,1.3862943611198906,71.1013986,4.25,9.0,1605.945,-16.75,5.0,1.825
Ti1 Fe1 Co1 Si1,0.2492212726747527,4.0,1.3862943611198906,47.6826236,3.75,8.75,1801.75,-46.25,4.75,1.7874999999999999
Ti1 Fe1 Sb1,0.21354125203093788,3.0,1.0986122886681098,75.15746666666665,4.333333333333333,9.0,1551.9266666666667,-17.77777777777778,5.0,1.8066666666666666
Ti1 Fe1 Sn1,0.28547965665419356,3.0,1.0986122886681098,74.14099999999999,4.333333333333333,8.666666666666666,1419.0266666666666,-12.0,4.666666666666666,1.7766666666666668
Ti1 Fe2 Sb1,0.21151038288080803,3.0,1.0397207708399179,70.32939999999999,4.25,8.75,1616.695,-11.75,5.25,1.8125
Ti1 Fe3 N1,0.3686917294364081,3.0,0.9502705392332346,45.88194,3.6,8.6,1487.43,-80.32000000000001,5.3999999999999995,2.0140000000000002
Ti1 Fe4,0.978497419117323,2.0,0.5004024235381879,54.24958,4.0,7.2,1837.0000000000002,-10.880000000000003,5.6000000000000005,1.7720000000000002
Ti1 Fe6 Ge6,0.7233064963508894,3.0,0.9110175397125628,62.9787,4.0,10.461538461538462,1544.2615384615387,-22.93491124260355,4.923076923076923,1.8907692307692308
Ti1 Ga1 Co2,0.24319429140605187,3.0,1.0397207708399179,58.8641472,4.0,8.75,1444.97865,-25.25,4.25,1.7775
Ti1 Ga1 Fe2,0.2265432553916326,3.0,1.0397207708399179,57.32015,4.0,8.25,1466.47865,-15.25,4.75,1.7525000000000002
Ti1 In1 Co2,0.2480754055988762,3.0,1.0397207708399179,70.1378972,4.25,8.75,1476.687125,-11.75,4.25,1.77
Ti1 In1 Fe2,0.20042200412787778,3.0,1.0397207708399179,68.5939,4.25,8.25,1498.187125,-0.25,4.75,1.745
Ti1 Mn1 Co2,1.1666099845398705,3.0,1.0397207708399179,55.167883274999994,4.0,7.25,1749.0,-18.5,5.25,1.7125
Ti1 Mn1 Ni4 Sn2,0.3741425883271627,4.0,1.2130075659799042,71.8750380375,4.25,9.875,1422.77,-16.75,4.375,1.8312499999999998
Ti1 Mn1 Rh2,0.999081700631623,3.0,1.0397207708399179,77.154037075,4.5,7.25,1983.5,-36.0,5.75,1.9124999999999999
Ti1 Mn2 Al1,0.9065380425611372,3.0,1.0397207708399179,46.1811817925,3.75,7.75,1478.1175,-21.0,5.25,1.5625
Ti1 Mn2 Ga1,0.6150129758525638,3.0,1.0397207708399179,56.866572149999996,4.0,7.75,1320.47865,-16.25,5.25,1.6125
Ti1 Mn2 Ge1,0.45797599445015125,3.0,1.0397207708399179,57.59349715,4.0,8.0,1547.6,-32.625,5.5,1.6624999999999999
Ti1 Mn2 Mo1,0.21093871841087408,3.0,1.0397207708399179,63.42354715,4.25,6.0,1968.75,-2.5,6.0,1.7
Ti1 Mn2 Si1,0.4892979492107625,3.0,1.0397207708399179,46.45704715,3.75,8.0,1666.5,-43.0,5.5,1.635
Ti1 Mn2 V1,0.18946830286423932,3.0,1.0397207708399179,52.17117465,4.0,5.75,1790.5,-5.0,5.75,1.5675000000000001
Ti1 Sn1 Rh1,0.20371120067477821,3.0,1.0986122886681098,89.82776733333333,4.666666666666666,9.0,1561.0266666666666,-38.22222222222222,4.666666666666666,1.9266666666666665
Ti10 Co2 Sb4,0.24141148586400743,3.0,0.9002560512685368,67.7236118,4.25,7.375,1660.07,-29.125,4.375,1.71
Ti10 Ga6,0.2407947679940301,2.0,0.661563238157982,56.063100000000006,4.0,7.375,1326.717975,-21.5625,3.625,1.6412499999999999
Ti10 Ga8,0.203771494544925,2.0,0.6869615765973234,57.58087777777778,4.0,8.0,1212.9620444444445,-22.716049382716047,3.5555555555555554,1.66
Ti12 Fe12 Ge24,0.4663596815607274,3.0,1.0397207708399179,62.243475,4.0,10.0,1543.7,-37.75,4.5,1.8475
Ti12 Fe12 Si24,0.276707772834827,3.0,1.0397207708399179,39.970575,3.5,10.0,1781.5,-54.75,4.5,1.7925
Ti12 Mn12 Ge24,0.2983082098438555,3.0,1.0397207708399179,62.016686074999996,4.0,9.75,1470.7,-43.5,4.75,1.7774999999999999
Ti12 Mn12 Si24,0.34681975044937735,3.0,1.0397207708399179,39.743786075,3.5,9.75,1708.5,-57.5,4.75,1.7225
Ti16 Cu8,0.2265388723026349,2.0,0.6365141682948129,53.0935,4.0,6.333333333333333,1746.59,-8.0,4.0,1.66
Ti16 Ni8 H8,0.38594555859318425,3.0,1.0397207708399179,38.85891,3.25,4.75,1405.9975,-50.25,3.25,1.7975
Ti2 Al1,0.5557726303847633,2.0,0.6365141682948129,40.90524619,3.6666666666666665,7.0,1605.1566666666668,-26.666666666666664,3.6666666666666665,1.5633333333333332
Ti2 Al1 Co1,0.4037112953684688,3.0,1.0397207708399179,45.4122332425,3.75,7.5,1645.8675,-33.75,4.0,1.6425
Ti2 Al1 Cu1,0.6981643946544214,3.0,1.0397207708399179,46.565509642500004,3.75,8.0,1543.31,-19.75,3.75,1.6475
Ti2 Al1 Fe1,0.20047640629198146,3.0,1.0397207708399179,44.640234642500005,3.75,7.25,1656.6175,-26.25,4.25,1.6300000000000001
Ti2 Al1 Ni1,0.4207278824037848,3.0,1.0397207708399179,45.3522946425,3.75,7.75,1635.8675,-38.0,3.75,1.65
Ti2 Al1 V1,0.351429168014928,3.0,1.0397207708399179,43.4143121425,3.75,6.5,1749.6175,-20.0,4.0,1.58
Ti2 Al1 Zn1,0.5749903761623103,3.0,1.0397207708399179,47.0244346425,3.75,8.25,1377.0375,-22.25,3.25,1.585
Ti2 Al2 Au2,0.1830371991583807,3.0,1.0986122886681098,90.60506935666666,4.333333333333333,9.333333333333332,1403.9333333333334,-44.0,3.9999999999999996,1.8966666666666667
Ti2 Au2,0.39936717134434224,2.0,0.6931471805599453,122.41683474999999,5.0,7.5,1639.165,-47.0,4.5,2.04
Ti2 Be3 Ga1,0.2782828240372974,3.0,1.0114042647073518,32.08230824166667,3.0,4.5,1477.4857666666667,-23.444444444444443,2.833333333333333,1.6
Ti2 Be4,0.43173258354755456,2.0,0.6365141682948129,21.963822099999998,2.6666666666666665,2.6666666666666665,1687.0,-26.666666666666664,2.6666666666666665,1.56
Ti2 Co1 Ge1,0.6145012035376004,3.0,1.0397207708399179,56.8245486,4.0,7.75,1715.35,-45.125,4.25,1.7425
Ti2 Co1 Os1,0.1963083723147711,3.0,1.0397207708399179,86.2250986,4.5,6.25,2239.0,-34.5,5.25,1.79
Ti2 Co1 Si1,0.638260441237988,3.0,1.0397207708399179,45.688098600000004,3.75,7.75,1834.25,-56.5,4.25,1.7149999999999999
Ti2 Co21 B6,0.7798521944542257,3.0,0.7441295414112981,48.21349249655172,3.586206896551724,9.482758620689655,1900.1379310344828,-23.28656361474435,4.517241379310345,1.889655172413793
Ti2 Co4,0.6329394181605771,2.0,0.6365141682948129,55.244496266666665,4.0,7.333333333333333,1825.6666666666665,-24.888888888888886,4.666666666666666,1.7666666666666666
Ti2 Co4 Si2,0.21708861927915468,3.0,1.0397207708399179,48.454622199999996,3.75,9.0,1791.0,-49.5,4.5,1.8
Ti2 Co6,0.7987425654382301,2.0,0.5623351446188083,56.1666708,4.0,7.75,1811.25,-21.0,4.75,1.795
Ti2 Co8,0.6841930002469722,2.0,0.5004024235381879,56.71997552,4.0,8.0,1802.6000000000001,-17.92,4.8,1.812
Ti2 Cr8 N8,0.2905731453190095,3.0,0.9649629230074277,34.653304444444444,3.111111111111111,9.777777777777777,1212.622222222222,-123.45679012345678,5.333333333333333,2.26
Ti2 Cu3,0.20285867564677668,2.0,0.6730116670092564,57.274620000000006,4.0,8.2,1591.062,-8.64,4.0,1.756
Ti2 Fe1 B6 Os6 Rh3,0.19836837251625208,5.0,1.4357470435705604,92.58632811111111,4.166666666666666,9.38888888888889,2574.1111111111113,-37.123456790123456,5.444444444444445,2.0661111111111112
Ti2 Fe1 Co1,0.21792843789414312,3.0,1.0397207708399179,52.6281486,4.0,6.25,1865.25,-22.75,4.75,1.6975
Ti2 Fe1 Si1,0.4312755488003146,3.0,1.0397207708399179,44.9161,3.75,7.5,1845.0,-50.25,4.5,1.7025000000000001
Ti2 Fe2 H4,0.5125789253568604,3.0,1.0397207708399179,26.432075,2.5,3.5,944.995,-42.75,3.0,1.9425000000000001
Ti2 Fe8 N8,0.49916061280017837,3.0,0.9649629230074277,36.36398888888888,3.111111111111111,10.666666666666666,1048.622222222222,-109.62962962962962,5.333333333333333,2.3355555555555556
Ti2 Ga1,0.5860779902928818,2.0,0.6365141682948129,55.152433333333335,4.0,7.0,1394.9715333333334,-20.444444444444443,3.6666666666666665,1.63
Ti2 Ga1 Co1,0.4061251740087959,3.0,1.0397207708399179,56.097623600000006,4.0,7.5,1488.22865,-28.25,4.0,1.6925
Ti2 Ga1 Fe1,0.20297465560794786,3.0,1.0397207708399179,55.325625,4.0,7.25,1498.97865,-20.5,4.25,1.6800000000000002
Ti2 Ga1 Ni1,0.5994113598434255,3.0,1.0397207708399179,56.037684999999996,4.0,7.75,1478.22865,-32.75,3.75,1.7
Ti2 Ge1,0.7610814715442935,2.0,0.6365141682948129,56.12166666666666,4.0,7.333333333333332,1697.8,-45.77777777777778,4.0,1.6966666666666665
Ti2 Hg2,0.311276727383548,2.0,0.6931471805599453,124.2297,5.0,8.0,1087.6605,-10.0,4.0,1.77
Ti2 In1,0.5102316168764427,2.0,0.6365141682948129,70.1841,4.333333333333333,7.0,1437.2495,-4.444444444444445,3.6666666666666665,1.6199999999999999
Ti2 In1 Co1,0.35842648075411815,3.0,1.0397207708399179,67.3713736,4.25,7.5,1519.937125,-14.75,4.0,1.685
Ti2 In1 Ni1,0.3583385030328109,3.0,1.0397207708399179,67.311435,4.25,7.75,1509.937125,-19.5,3.75,1.6925
Ti2 Mn1 Fe1,0.44256844486330543,3.0,1.0397207708399179,51.629361075000006,4.0,5.75,1803.0,-12.5,5.25,1.615
Ti2 Mn1 Ni1,0.22565302158030706,3.0,1.0397207708399179,52.341421075,4.0,6.25,1782.25,-23.5,4.75,1.635
Ti2 Mn1 Re1,0.2938316084989345,3.0,1.0397207708399179,84.21983607499999,4.5,5.5,2215.0,-16.75,5.5,1.6324999999999998
Ti2 Mn1 Sn1,0.1859071013238464,3.0,1.0397207708399179,67.345736075,4.25,7.25,1476.52,-16.25,4.75,1.6475
Ti2 Mn1 Tc1,0.3448659472150257,3.0,1.0397207708399179,62.168061075,4.25,5.5,1957.75,-25.5,5.5,1.6325
Ti2 Mn2 Sb2,0.5463079652612036,3.0,1.0986122886681098,74.85508143333332,4.333333333333333,8.666666666666666,1454.5933333333332,-23.111111111111107,5.333333333333333,1.7133333333333334
Ti2 Mn8 N8,1.2139126527676056,3.0,0.9649629230074277,35.960808577777776,3.111111111111111,10.222222222222221,918.8444444444444,-133.1358024691358,5.777777777777778,2.2111111111111112
Ti2 Nb2 Fe8,0.5226880840354886,3.0,0.8675632284814613,60.69237866666666,4.166666666666667,6.833333333333335,1989.1666666666665,-14.444444444444443,5.5,1.7433333333333332
Ti2 Si1,0.7683753940692992,2.0,0.6365141682948129,41.273066666666665,3.6666666666666665,7.333333333333332,1856.3333333333333,-58.666666666666664,4.0,1.66
Ti2 Sn1,0.6624332638831423,2.0,0.6365141682948129,71.48163333333333,4.333333333333333,7.333333333333332,1462.36,-18.666666666666664,4.0,1.68
Ti20 Co3 B6,0.3428740636661688,3.0,0.8169151695570781,41.344882179310346,3.586206896551724,6.379310344827586,2007.5172413793105,-43.14863258026159,3.896551724137931,1.6786206896551725
Ti3 Al1,0.34117218817395994,2.0,0.5623351446188083,42.6457096425,3.75,6.25,1689.1175,-22.5,3.75,1.5575
Ti3 Be9,0.2678208865961801,2.0,0.5623351446188083,18.7259123625,2.5,2.5,1655.25,-22.5,2.5,1.5625
Ti3 Co20 B6,0.6099116269957632,3.0,0.8169151695570781,47.83190303448276,3.586206896551724,9.310344827586208,1906.103448275862,-26.65398335315101,4.482758620689656,1.8779310344827584
Ti3 Ga1,0.3090078565008415,2.0,0.5623351446188083,53.3311,4.0,6.25,1531.47865,-17.25,3.75,1.6075
Ti3 Ge1,0.3068884414943643,2.0,0.5623351446188083,54.058025,4.0,6.5,1758.6,-38.625,4.0,1.6575
Ti3 In1,0.3155028260438179,2.0,0.5623351446188083,64.60485,4.25,6.25,1563.187125,-3.75,3.75,1.6
Ti3 Mn3 Sn12,0.21098263787164737,3.0,0.8675632284814613,96.27465738333333,4.666666666666666,11.166666666666666,913.3866666666667,-13.333333333333332,4.5,1.8216666666666665
Ti3 Os1,0.5157961848197749,2.0,0.5623351446188083,83.458575,4.5,5.0,2282.25,-30.75,5.0,1.705
Ti3 Si1,0.31904690137193586,2.0,0.5623351446188083,42.921575000000004,3.75,6.5,1877.5,-49.5,4.0,1.63
Ti3 Sn1,0.29334081510933246,2.0,0.5623351446188083,65.578,4.25,6.5,1582.02,-15.75,4.0,1.645
Ti3 Sn1 H1,0.18831485272973736,3.0,0.9502705392332346,52.664,3.6,5.4,1268.414,-36.64,3.4000000000000004,1.7560000000000002
Ti3 Zn1 Hg4,0.21698592750127782,3.0,0.9743147528693494,126.4190625,5.0,9.0,931.6205,-10.0625,3.75,1.78375
Ti4 Al4 Cu4,0.28575314823857284,3.0,1.0986122886681098,46.13164619,3.666666666666666,9.333333333333332,1410.7466666666667,-17.77777777777778,3.666666666666666,1.6833333333333333
Ti4 Al4 Fe4,0.2822002237556085,3.0,1.0986122886681098,43.56461285666666,3.666666666666666,8.333333333333334,1561.8233333333333,-25.77777777777778,4.333333333333333,1.6600000000000001
Ti4 Co2,0.3144067252666572,2.0,0.6365141682948129,51.55579813333333,4.0,5.666666666666666,1883.3333333333333,-24.888888888888886,4.333333333333333,1.6533333333333333
Ti4 Co4 N8,0.24920796153297572,3.0,1.0397207708399179,33.7035736,3.0,10.75,958.825,-139.5,4.75,2.375
Ti4 Co4 Ni8,0.2056675302745458,3.0,1.0397207708399179,56.0467936,4.0,8.25,1791.25,-24.5,4.25,1.8099999999999998
Ti4 Co5 Ni1,0.19463692928191223,3.0,0.9433483923290392,54.482781200000005,4.0,7.1,1833.2,-28.000000000000004,4.5,1.747
Ti4 Fe2 B4 Rh10,0.3392358111271845,4.0,1.2206072645530173,68.77269100000001,4.1000000000000005,8.7,2157.6,-44.52,5.0,2.039
Ti4 Fe2 B4 Ru2 Rh8,0.39741234022259464,5.0,1.4708084763221114,68.5893408,4.1000000000000005,8.6,2194.6,-43.56,5.2,2.031
Ti4 Fe2 B4 Ru4 Rh6,0.4050077128691484,5.0,1.5571130980576458,68.40599060000001,4.1000000000000005,8.5,2231.6,-42.68,5.3999999999999995,2.023
Ti4 Fe2 B4 Ru6 Rh4,0.3422040014703976,5.0,1.5571130980576458,68.2226404,4.1000000000000005,8.4,2268.6,-41.879999999999995,5.6,2.015
Ti4 Fe2 B4 Ru8 Rh2,0.2915071433591343,5.0,1.4708084763221114,68.03929020000001,4.1000000000000005,8.3,2305.6,-41.16000000000001,5.8,2.007
Ti4 Fe4 N8,0.37088016416800723,3.0,1.0397207708399179,32.931575,3.0,10.5,969.575,-142.75,5.0,2.3625
Ti4 Fe8,1.0000148372042161,2.0,0.6365141682948129,53.18583333333333,4.0,6.666666666666666,1854.3333333333333,-15.11111111111111,5.333333333333333,1.7333333333333334
Ti4 Ga1 Co2 Si1,0.5186240608417727,4.0,1.2130075659799042,50.892861100000005,3.875,7.625,1661.239325,-43.4375,4.125,1.7037499999999999
Ti4 In2 Co1 Ni1,0.2600403879334084,4.0,1.2130075659799042,67.34140430000001,4.25,7.625,1514.937125,-17.125,3.875,1.68875
Ti4 Mn4 Cr4,0.3895672240363442,3.0,1.0986122886681098,51.600434766666666,4.0,5.666666666666666,1880.0,-5.777777777777777,5.666666666666666,1.5833333333333333
Ti4 Mn8,0.46547850889145614,2.0,0.6365141682948129,52.58106286666666,4.0,5.999999999999999,1659.6666666666665,-7.111111111111111,5.999999999999999,1.5466666666666666
Ti4 Mn8 Si10,0.49103570123622303,3.0,1.0361987848192837,41.446488836363635,3.545454545454546,9.636363636363635,1672.090909090909,-53.685950413223146,5.090909090909091,1.7072727272727273
Ti4 V2 Os2,0.5387291382220488,3.0,1.0397207708399179,84.2271775,4.5,5.25,2342.75,-27.25,5.25,1.7275
Ti4 V4 Fe4,0.22627888007297406,3.0,1.0986122886681098,51.551269999999995,4.0,5.666666666666667,1978.333333333333,-11.555555555555555,5.0,1.6666666666666665
Ti4 Zn8,0.36914236704136505,2.0,0.6365141682948129,59.5437,4.0,9.333333333333334,1108.7866666666666,-13.333333333333332,2.6666666666666665,1.6133333333333333
Ti5 Fe4 Sb4,0.26089628820798133,3.0,1.0928305535284886,73.05820769230769,4.3076923076923075,8.615384615384617,1581.8553846153845,-19.88165680473373,4.923076923076923,1.7861538461538462
Ti5 Mn7,0.5281467460133725,2.0,0.6791932659915256,51.99181750833334,4.0,5.750000000000001,1694.8333333333335,-7.777777777777779,5.750000000000001,1.5458333333333334
Ti6 Mn6 Ge6,0.3585713348530618,3.0,1.0986122886681098,58.478648099999994,4.0,8.333333333333332,1557.1333333333332,-40.44444444444444,5.0,1.7
Ti6 Pd2,0.30202641896970284,2.0,0.5623351446188083,62.505575,4.25,5.5,1912.7625,-48.75,4.0,1.705
Ti6 Sb2,0.401110987089655,2.0,0.5623351446188083,66.34035,4.25,6.75,1681.695,-24.75,4.25,1.6675
Ti8 Co16,0.6232355135275663,2.0,0.6365141682948129,55.244496266666665,4.0,7.333333333333333,1825.6666666666665,-24.888888888888886,4.666666666666666,1.7666666666666666
Ti8 Co3 Ni1 Sn4,0.35288771692161175,4.0,1.18030455699462,68.32953895,4.25,7.8125,1536.27,-25.625,4.1875,1.731875
Ti8 Ga1 Co4 Si3,0.5820473615523997,4.0,1.18030455699462,48.29047985,3.8125,7.6875,1747.7446625,-50.234375,4.1875,1.709375
Ti8 Ga3 Co4 Si1,0.4691198407806289,4.0,1.18030455699462,53.49524235,3.9375,7.5625,1574.7339875,-36.109375,4.0625,1.698125
Ti8 In1 Co3 Ni1 Sn3,0.2944247677025761,5.0,1.3208883431493221,68.08625145,4.25,7.75,1531.56178125,-23.203125,4.125,1.720625
Ti8 In4 Co1 Ni3,0.2439281968300798,4.0,1.18030455699462,67.32641965,4.25,7.6875,1512.437125,-18.3125,3.8125,1.690625
Tl1 Cd1 N3,0.6928766704670168,3.0,0.9502705392332346,71.76308,3.4000000000000004,14.0,272.134,-87.03999999999999,4.0,2.4859999999999998
Tl1 Co1 Bi1,0.27721905136760255,3.0,1.0986122886681098,157.43119846666664,5.333333333333333,12.333333333333334,963.2333333333331,13.777777777777777,4.333333333333333,1.8399999999999999
Tl1 Co1 W1,0.20870340735240078,3.0,1.0986122886681098,149.05139813333332,5.333333333333333,9.333333333333332,2013.333333333333,30.666666666666664,4.666666666666666,1.9533333333333331
Tl1 N1,0.24878323671288036,2.0,0.6931471805599453,109.1935,4.0,14.0,320.075,-91.0,4.0,2.33
Tl3 Fe1,0.36286199672892766,2.0,0.5623351446188083,167.2463,5.5,11.75,885.5,23.25,3.75,1.6725
Tl3 V1,0.36377942806781915,2.0,0.5623351446188083,166.0203775,5.5,11.0,978.5,16.5,3.5,1.6225
Tl6 Cr2,0.4834746700511773,2.0,0.5623351446188083,166.28404,5.5,11.25,977.75,23.25,3.75,1.6300000000000001
V1 Au4,0.31826609421520025,2.0,0.5004024235381879,167.7615576,5.6000000000000005,9.8,1506.464,-12.160000000000002,5.0,2.358
V1 Co1,0.9435884596960875,2.0,0.6931471805599453,54.9373522,4.0,7.0,1975.5,-14.0,5.0,1.755
V1 Co1 Ni1 Pd1,0.34123008107629144,4.0,1.3862943611198906,68.74728610000001,4.25,8.5,1876.7625,-17.0,4.5,1.905
V1 Co1 Sb1,0.23712936850606592,3.0,1.0986122886681098,77.21160146666666,4.333333333333333,9.666666666666666,1618.2599999999998,-8.888888888888888,5.0,1.853333333333333
V1 Co2 Ge1,0.7447710203080214,3.0,1.0397207708399179,60.3596747,4.0,9.25,1732.6,-25.625,4.75,1.8499999999999999
V1 Co2 Si1,0.7691769549951095,3.0,1.0397207708399179,49.223224699999996,3.75,9.25,1851.5,-38.0,4.75,1.8225
V1 Co2 Sn1,0.6405692826059111,3.0,1.0397207708399179,71.8796497,4.25,9.25,1556.02,-7.25,4.75,1.8375
V1 Co3,0.922900952648324,2.0,0.5623351446188083,56.9352733,4.0,8.0,1871.75,-10.5,5.0,1.8175
V1 Co4,1.131553487965545,2.0,0.5004024235381879,57.33485752,4.0,8.200000000000001,1851.0,-8.96,5.0,1.83
V1 Cr1 Fe2,0.9060210190468346,3.0,1.0397207708399179,53.657017499999995,4.0,6.75,1996.25,-4.5,5.75,1.7375
V1 Cr1 Mo2,0.25883821045893607,3.0,1.0397207708399179,73.7099175,4.5,5.75,2538.75,-0.5,5.75,1.9025
V1 Cr1 N2,0.3471920903052484,3.0,1.0397207708399179,32.7379175,3.0,10.25,1122.325,-125.5,5.25,2.3425000000000002
V1 Cr1 W2,0.1948569302821437,3.0,1.0397207708399179,117.65491750000001,5.0,5.75,2938.25,-0.5,5.75,2.0025
V1 Cr2 Mo1,0.2873563756759053,3.0,1.0397207708399179,62.7212075,4.25,5.75,2359.75,-1.0,5.75,1.7775
V1 Cr2 W1,0.26939424726185174,3.0,1.0397207708399179,84.6937075,4.5,5.75,2559.5,-0.75,5.75,1.8274999999999997
V1 Fe1,0.5373545213324831,2.0,0.6931471805599453,53.393355,4.0,6.5,1997.0,-7.0,5.5,1.73
V1 Fe1 Co1 Ge1,0.48542115454080526,4.0,1.3862943611198906,59.587676099999996,4.0,9.0,1743.35,-22.625,5.0,1.8375
V1 Fe1 Co1 Sb1,0.6471622278814979,4.0,1.3862943611198906,71.8700011,4.25,9.25,1666.445,-4.5,5.25,1.8475
V1 Fe1 Co1 Si1,0.5099940879487602,4.0,1.3862943611198906,48.4512261,3.75,9.0,1862.25,-35.75,5.0,1.8099999999999998
V1 Fe1 Ru2,1.0243925801565528,3.0,1.0397207708399179,77.2326775,4.5,7.25,2302.0,-16.75,6.75,1.965
V1 Fe2 Si1,0.236884434360593,3.0,1.0397207708399179,47.679227499999996,3.75,8.75,1873.0,-33.0,5.25,1.7975
V1 Fe2 Sn1,0.20031843549912032,3.0,1.0397207708399179,70.3356525,4.25,8.75,1577.52,1.75,5.25,1.8125
V1 Fe3,1.3720892829933116,2.0,0.5623351446188083,54.619277499999995,4.0,7.25,1904.0,-5.25,5.75,1.78
V1 Fe4,1.7443084588239661,2.0,0.5004024235381879,54.864462,4.0,7.4,1885.4,-4.48,5.800000000000001,1.7900000000000003
V1 Ga1 Co2,0.49799597372678833,3.0,1.0397207708399179,59.6327497,4.0,9.0,1505.47865,-14.5,4.5,1.8
V1 Ga1 Fe1 Co1,0.24495639620495888,4.0,1.3862943611198906,58.8607511,4.0,8.75,1516.22865,-10.75,4.75,1.7874999999999999
V1 Ga2 Fe1 Co4,0.8618629549587963,4.0,1.2130075659799042,60.245710949999996,4.0,9.375,1458.97865,-10.9375,4.625,1.8250000000000002
V1 Ge1 Ru2,0.21873165136454217,3.0,1.0397207708399179,81.4290775,4.5,8.75,2152.1,-29.625,6.25,2.01
V1 N1,0.3328646813877423,2.0,0.6931471805599453,32.474255,3.0,10.0,1123.075,-143.0,5.0,2.335
V1 Ni1 Sb1,0.45213574232907633,3.0,1.0986122886681098,77.13168333333333,4.333333333333333,10.0,1604.9266666666667,-12.0,4.666666666666667,1.863333333333333
V1 Os1,0.3052161819786147,2.0,0.6931471805599453,120.587255,5.0,6.5,2744.5,-23.0,6.5,1.915
V1 Pd3,0.28414537525475636,2.0,0.5623351446188083,92.5511275,4.75,8.75,1916.7875,-26.25,4.25,2.0575
V1 Pt3,0.22848496888713843,2.0,0.5623351446188083,159.0490525,5.5,8.75,2076.8,-33.75,5.75,2.1174999999999997
V1 Ru1,0.3773436339735416,2.0,0.6931471805599453,76.006755,4.5,6.5,2395.0,-25.0,6.5,1.915
V1 Sb1 Rh1,0.2067790271034056,3.0,1.0986122886681098,91.86903733333332,4.666666666666666,9.666666666666666,1774.5933333333332,-20.0,5.333333333333333,1.9866666666666664
V1 Si1 Os2,0.2213174437056721,3.0,1.0397207708399179,114.8731275,4.75,8.75,2620.5,-41.5,6.25,1.9825000000000002
V1 Si1 Pt1,0.23558910907767694,3.0,1.0986122886681098,91.37047,4.333333333333333,9.666666666666666,1970.4666666666667,-64.88888888888889,5.0,1.9366666666666663
V1 Si1 Ru2,0.22599617642656566,3.0,1.0397207708399179,70.29262750000001,4.25,8.75,2271.0,-43.5,6.25,1.9825000000000002
V1 Sn1 Pd1,0.19997396642540546,3.0,1.0986122886681098,92.02440333333334,4.666666666666666,9.666666666666666,1505.3766666666666,-31.11111111111111,4.333333333333333,1.93
V1 Sn1 Pt1,0.1976647619172188,3.0,1.0986122886681098,121.57903666666667,5.0,9.666666666666666,1576.4933333333333,-31.555555555555557,5.0,1.9566666666666663
V1 Sn1 Rh2,0.33579212438662537,3.0,1.0397207708399179,93.8658035,4.75,9.25,1790.52,-21.25,5.25,2.0374999999999996
V1 Sn1 Ru2,0.19594785596092545,3.0,1.0397207708399179,92.9490525,4.75,8.75,1975.52,-10.75,6.25,1.9975
V1 Zn1 Co2,0.2711954621273082,3.0,1.0397207708399179,58.547474699999995,4.0,8.75,1602.92,-10.0,4.25,1.76
V1 Zn1 Rh2,0.20674610778587627,3.0,1.0397207708399179,80.53362849999999,4.5,8.75,1837.42,-23.5,4.75,1.9599999999999997
V10 Ge6,0.24347071211988794,2.0,0.661563238157982,59.07499375,4.0,8.375,1818.65,-29.53125,4.625,1.7725
V10 Si6,0.21520197298623606,2.0,0.661563238157982,42.37031875,3.625,8.375,1997.0,-45.0,4.625,1.7312499999999997
V16 Bi12,0.2570824848550718,2.0,0.6829081047004717,118.67246328571429,4.857142857142857,9.285714285714285,1480.8714285714284,9.795918367346937,5.0,1.797142857142857
V16 Co8 N4,0.26958879616190146,3.0,0.9556998911125344,47.948489828571425,3.714285714285714,7.57142857142857,1761.592857142857,-68.08163265306122,5.0,1.9028571428571426
V2 Au4,0.4257395494837789,2.0,0.6365141682948129,148.29154966666664,5.333333333333333,9.0,1619.2199999999998,-16.88888888888889,5.0,2.236666666666667
V2 Au6,0.4412797026048035,2.0,0.5623351446188083,160.460304625,5.5,9.5,1548.7475,-14.25,5.0,2.3125
V2 Co2 Sb2,0.5040878123593603,3.0,1.0986122886681098,77.21160146666666,4.333333333333333,9.666666666666666,1618.2599999999998,-8.888888888888888,5.0,1.853333333333333
V2 Co21 B6,0.7484723375845818,3.0,0.7441295414112981,48.42552077241379,3.586206896551724,9.551724137931036,1916.8275862068967,-19.57669441141498,4.586206896551724,1.8958620689655172
