,chemical formula,production info,compound space group,unit cell volume,lattice parameters,lattice angles,atomic positions,crystal info,unit cell spin polarization,atomic spin specie,saturation magnetization,magnetization temperature,magnetization info,magnetocrystalline anisotropy energy,anisotropy energy type,magnetocrystalline anisotropy constants,kind of anisotropy,anisotropy info,exchange integrals,exchange info,magnetic order,curie temperature,curie temperature info,anisotropy field,remanence,coercivity,energy product,hysteresis info,domain wall width,domain wall info,exchange stiffness,exchange stiffness info
10,Co2Fe8Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",10,149.073445,"[5.05242, 4.09354, 7.20843]","[90.0, 90.76447, 90.0]","['Co1(2m)', 0.83111, 0.0, 0.6607400000000001, 'Fe1(1f)', 0.0, 0.5, 0.5, 'Fe2(2m)', 0.32654000000000005, 0.0, 0.6728200000000001, 'Fe3(2n)', 0.6683600000000001, 0.5, 0.83867, 'Fe4(1d)', 0.5, 0.0, 0.0, 'Fe5(2n)', 0.17258, 0.5, 0.8278300000000001, 'Ta1(1h)', 0.5, 0.5, 0.5, 'Ta2(1a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 6x8x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",20.408,"['1 Co', 1.55, '2 Co', 1.55, '3 Fe', 2.344, '4 Fe', 2.379, '5 Fe', 2.379, '6 Fe', 2.425, '7 Fe', 2.425, '8 Fe', 2.058, '9 Fe', 2.19, '10 Fe', 2.19, '11 Ta', -0.587, '12 Ta', -0.495]",1.595,0.0,"software VASP, k-points mesh 6x8x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
11,Co2Fe8Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",6,148.935969,"[5.03786, 4.14412, 7.13592]","[90.0, 91.39449, 90.0]","['Co1(1a)', 0.66788, 0.0, 0.68844, 'Co2(1a)', -0.00017, 0.0, 0.00019, 'Fe1(1a)', 0.33358000000000004, 0.0, 0.33469000000000004, 'Fe2(1a)', 0.49359000000000003, 0.0, 0.006810000000000001, 'Fe3(1b)', 0.8286100000000001, 0.5, 0.8477600000000001, 'Fe4(1b)', 0.32330000000000003, 0.5, 0.8514100000000001, 'Fe5(1b)', 0.65636, 0.5, 0.16649000000000003, 'Fe6(1b)', 0.16122, 0.5, 0.17131000000000002, 'Fe7(1b)', -0.01276, 0.5, 0.51953, 'Fe8(1a)', 0.16298, 0.0, 0.6810600000000001, 'Ta1(1a)', 0.8397000000000001, 0.0, 0.33681000000000005, 'Ta2(1b)', 0.48211000000000004, 0.5, 0.5154000000000001]","software VASP, k-points mesh 6x8x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",20.09,"['1 Co', 1.4, '2 Co', 1.5630000000000002, '3 Fe', 1.526, '4 Fe', 2.717, '5 Fe', 2.738, '6 Fe', 2.152, '7 Fe', 1.873, '8 Fe', 2.637, '9 Fe', 1.526, '10 Fe', 2.667, '11 Ta', -0.359, '12 Ta', -0.35000000000000003]",1.5710000000000002,0.0,"software VASP, k-points mesh 6x8x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
12,Co2Fe8Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",6,147.917534,"[5.04781, 4.04484, 7.25265]","[90.0, 92.69528, 90.0]","['Co1(1b)', 0.16714, 0.5, 0.83118, 'Co2(1a)', 0.00029, 0.0, -0.00028000000000000003, 'Fe1(1b)', 0.82293, 0.5, 0.17384000000000002, 'Fe2(1b)', 0.3229, 0.5, 0.17003000000000001, 'Fe3(1b)', 0.6798900000000001, 0.5, 0.83189, 'Fe4(1b)', 0.48899000000000004, 0.5, 0.5088400000000001, 'Fe5(1b)', -0.020790000000000003, 0.5, 0.5148900000000001, 'Fe6(1a)', 0.82462, 0.0, 0.672, 'Fe7(1a)', 0.6468900000000001, 0.0, 0.34533, 'Fe8(1a)', 0.32616, 0.0, 0.67359, 'Ta1(1a)', 0.14593, 0.0, 0.34273000000000003, 'Ta2(1a)', 0.5023500000000001, 0.0, 0.00186]","software VASP, k-points mesh 6x8x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",19.088,"['1 Co', 1.693, '2 Co', 1.1320000000000001, '3 Fe', 2.451, '4 Fe', 1.639, '5 Fe', 2.095, '6 Fe', 2.521, '7 Fe', 2.055, '8 Fe', 2.652, '9 Fe', 1.705, '10 Fe', 2.082, '11 Ta', -0.487, '12 Ta', -0.451]",1.5030000000000001,0.0,"software VASP, k-points mesh 6x8x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
13,Co2Fe8Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",8,148.63652,"[8.28999, 5.80005, 6.57012]","[90.0, 109.77705, 90.0]","['Co1(4b)', 0.7464200000000001, 0.25272, -8e-05, 'Fe1(2a)', 0.33563000000000004, 0.0, 0.33043, 'Fe2(2a)', 0.16767, 0.0, 0.6560100000000001, 'Fe3(4b)', 0.08331000000000001, 0.23700000000000002, 0.32387000000000005, 'Fe4(4b)', 0.42134000000000005, 0.25206, 0.654, 'Fe5(2a)', -0.0008700000000000001, 0.0, -0.00772, 'Fe6(2a)', 0.83259, 0.0, 0.32488, 'Ta1(2a)', 0.67154, 0.0, 0.65329, 'Ta2(2a)', 0.49438000000000004, 0.0, -0.0036400000000000004]","software VASP, k-points mesh 6x9x9, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",19.835,"['1 Co', 1.275, '2 Co', 1.315, '3 Fe', 2.645, '4 Fe', 2.598, '5 Fe', 2.001, '6 Fe', 2.0, '7 Fe', 1.808, '8 Fe', 1.681, '9 Fe', 2.6470000000000002, '10 Fe', 2.6630000000000003, '11 Ta', -0.425, '12 Ta', -0.371]",1.554,0.0,"software VASP, k-points mesh 6x9x9, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
14,Co2Fe8Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",1,149.213466,"[4.80992, 4.81217, 7.57438]","[99.14521, 99.05524, 116.78276]","['Co1(1a)', -0.0030600000000000002, 0.50539, 0.50597, 'Co2(1a)', 0.00027, -0.00018, 0.00014000000000000001, 'Fe1(1a)', 0.49083000000000004, 0.5096400000000001, 0.00033000000000000005, 'Fe2(1a)', 0.49537000000000003, 0.00395, 0.49363, 'Fe3(1a)', 0.5137, 0.5123000000000001, 0.33971, 'Fe4(1a)', 0.5118400000000001, 0.0189, 0.17586000000000002, 'Fe5(1a)', -0.018760000000000002, 0.48769, 0.82447, 'Fe6(1a)', -0.02117, -0.0037300000000000002, 0.66024, 'Fe7(1a)', 0.48796000000000006, 0.48769, 0.66064, 'Fe8(1a)', 0.0038100000000000005, 0.02262, 0.33995000000000003, 'Ta1(1a)', 0.009130000000000001, 0.5179400000000001, 0.16957000000000003, 'Ta2(1a)', 0.48241000000000006, -0.00888, 0.8310900000000001]","software VASP, k-points mesh 10x10x6, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",20.526,"['1 Co', 1.6560000000000001, '2 Co', 1.472, '3 Fe', 2.32, '4 Fe', 2.485, '5 Fe', 2.37, '6 Fe', 1.9769999999999999, '7 Fe', 2.036, '8 Fe', 2.4, '9 Fe', 2.375, '10 Fe', 2.3970000000000002, '11 Ta', -0.47300000000000003, '12 Ta', -0.489]",1.6019999999999999,0.0,"software VASP, k-points mesh 10x10x6, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
15,Co2Fe8Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",6,147.05718,"[5.02973, 4.01199, 7.31797]","[90.0, 95.22604, 90.0]","['Co1(1b)', 0.7941800000000001, 0.5, 0.19455000000000003, 'Co2(1a)', -0.00015000000000000001, 0.0, 0.00021, 'Fe1(1a)', 0.6428900000000001, 0.0, 0.34335000000000004, 'Fe2(1b)', 0.49286, 0.5, 0.50451, 'Fe3(1a)', 0.13683, 0.0, 0.34678000000000003, 'Fe4(1a)', 0.49926000000000004, 0.0, 0.007260000000000001, 'Fe5(1b)', 0.19452000000000003, 0.5, 0.8194600000000001, 'Fe6(1a)', 0.34505, 0.0, 0.6672100000000001, 'Fe7(1a)', 0.8484600000000001, 0.0, 0.66134, 'Fe8(1b)', -0.00434, 0.5, 0.50704, 'Ta1(1b)', 0.6986000000000001, 0.5, 0.8469300000000001, 'Ta2(1b)', 0.28928000000000004, 0.5, 0.16352000000000003]","software VASP, k-points mesh 5x8x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",18.186,"['1 Co', 0.888, '2 Co', 1.153, '3 Fe', 2.495, '4 Fe', 2.098, '5 Fe', 2.072, '6 Fe', 1.704, '7 Fe', 1.589, '8 Fe', 2.442, '9 Fe', 2.063, '10 Fe', 2.606, '11 Ta', -0.47400000000000003, '12 Ta', -0.45]",1.44,0.0,"software VASP, k-points mesh 5x8x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
16,Co2Fe8Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",1,148.019735,"[4.44567, 4.7417300000000004, 7.94909]","[89.7727, 89.63918, 62.05025]","['Co1(1a)', 0.51731, -0.01912, 0.23844, 'Co2(1a)', 0.00321, 8e-05, 0.00055, 'Fe1(1a)', 0.34461, 0.31945, 0.50021, 'Fe2(1a)', 0.8454, 0.8184300000000001, 0.49871000000000004, 'Fe3(1a)', 0.17964000000000002, 0.65536, 0.23643000000000003, 'Fe4(1a)', 0.34488, 0.8185600000000001, 0.49852, 'Fe5(1a)', 0.17308, 0.65632, 0.7637600000000001, 'Fe6(1a)', 0.6854600000000001, 0.6356700000000001, 0.00185, 'Fe7(1a)', 0.34611000000000003, 0.31404000000000004, -0.00045000000000000004, 'Fe8(1a)', 0.51232, -0.022750000000000003, 0.7608, 'Ta1(1a)', 0.8489300000000001, 0.31594, 0.30142, 'Ta2(1a)', 0.84328, 0.31704000000000004, 0.69837]","software VASP, k-points mesh 10x10x5, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",18.909,"['1 Co', 1.342, '2 Co', 1.587, '3 Fe', 1.702, '4 Fe', 1.764, '5 Fe', 2.225, '6 Fe', 1.763, '7 Fe', 2.224, '8 Fe', 2.52, '9 Fe', 2.474, '10 Fe', 2.095, '11 Ta', -0.393, '12 Ta', -0.393]",1.488,0.0,"software VASP, k-points mesh 10x10x5, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
17,Co2Fe8Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",6,149.318401,"[5.05108, 4.15389, 7.51562]","[90.0, 108.75347, 90.0]","['Co1(1b)', 0.6067800000000001, 0.5, 0.8382100000000001, 'Co2(1a)', 0.00046, 0.0, -0.00013000000000000002, 'Fe1(1a)', 0.5092500000000001, 0.0, 0.00124, 'Fe2(1b)', 0.43238000000000004, 0.5, 0.16671000000000002, 'Fe3(1b)', 0.7607600000000001, 0.5, 0.48510000000000003, 'Fe4(1b)', -0.07143000000000001, 0.5, 0.16439, 'Fe5(1b)', 0.25369, 0.5, 0.48544000000000004, 'Fe6(1a)', 0.32808000000000004, 0.0, 0.3169, 'Fe7(1a)', 0.83347, 0.0, 0.32219000000000003, 'Fe8(1a)', 0.16137, 0.0, 0.6515500000000001, 'Ta1(1a)', 0.65564, 0.0, 0.65273, 'Ta2(1b)', 0.10952, 0.5, 0.83033]","software VASP, k-points mesh 6x8x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",20.371,"['1 Co', 1.167, '2 Co', 1.446, '3 Fe', 2.573, '4 Fe', 2.315, '5 Fe', 2.0, '6 Fe', 2.6, '7 Fe', 2.4939999999999998, '8 Fe', 2.368, '9 Fe', 2.507, '10 Fe', 1.58, '11 Ta', -0.368, '12 Ta', -0.311]",1.589,0.0,"software VASP, k-points mesh 6x8x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
18,Co4Fe16Ta4,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",44,294.487969,"[4.06547, 4.05361, 17.86962]","[90.0, 90.0, 90.0]","['Co1(2b)', 0.0, 0.5, 0.53673, 'Co2(2a)', 0.0, 0.0, 0.11848000000000002, 'Fe1(2a)', 0.0, 0.0, 0.7888600000000001, 'Fe2(2a)', 0.0, 0.0, 0.46176000000000006, 'Fe3(2b)', 0.0, 0.5, 0.3754, 'Fe4(2a)', 0.0, 0.0, -0.037160000000000006, 'Fe5(2b)', 0.0, 0.5, 0.20349, 'Fe6(2b)', 0.0, 0.5, 0.040510000000000004, 'Fe7(2a)', 0.0, 0.0, 0.61711, 'Fe8(2a)', 0.0, 0.0, 0.28903, 'Ta1(2b)', 0.0, 0.5, 0.8758400000000001, 'Ta2(2b)', 0.0, 0.5, 0.70199]","software VASP, k-points mesh 10x10x2, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",37.018,"['1 Co', 1.7530000000000001, '2 Co', 1.7530000000000001, '3 Co', 1.276, '4 Co', 1.276, '5 Fe', 1.439, '6 Fe', 1.439, '7 Fe', 2.067, '8 Fe', 2.067, '9 Fe', 2.377, '10 Fe', 2.377, '11 Fe', 2.07, '12 Fe', 2.07, '13 Fe', 2.474, '14 Fe', 2.474, '15 Fe', 2.589, '16 Fe', 2.589, '17 Fe', 1.982, '18 Fe', 1.982, '19 Fe', 1.421, '20 Fe', 1.421, '21 Ta', -0.495, '22 Ta', -0.495, '23 Ta', -0.445, '24 Ta', -0.445]",1.464,0.0,"software VASP, k-points mesh 10x10x2, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
19,Co2Fe8Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",11,149.22226,"[5.03373, 4.14852, 7.53764]","[90.0, 108.55584, 90.0]","['Co1(2e)', 0.37791, 0.25, 0.24125000000000002, 'Fe1(2e)', 0.22247000000000003, 0.25, 0.5934, 'Fe2(2e)', 0.54723, 0.25, -0.07854000000000001, 'Fe3(2e)', 0.05251, 0.25, -0.07431, 'Fe4(2e)', 0.8713000000000001, 0.25, 0.24342000000000003, 'Ta1(2e)', 0.7263900000000001, 0.25, 0.5887300000000001]","software VASP, k-points mesh 6x8x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",20.378,"['1 Co', 1.469, '2 Co', 1.469, '3 Fe', 1.552, '4 Fe', 1.552, '5 Fe', 2.564, '6 Fe', 2.564, '7 Fe', 2.371, '8 Fe', 2.371, '9 Fe', 2.573, '10 Fe', 2.573, '11 Ta', -0.34, '12 Ta', -0.34]",1.591,0.0,"software VASP, k-points mesh 6x8x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
20,Co4Fe16Ta4,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",44,298.193266,"[4.03615, 3.03986, 24.30394]","[90.0, 90.0, 90.0]","['Co1(2a)', 0.0, 0.0, 0.7759100000000001, 'Co2(2b)', 0.0, 0.5, 0.032830000000000005, 'Fe1(2b)', 0.0, 0.5, 0.6918200000000001, 'Fe2(2b)', 0.0, 0.5, 0.85962, 'Fe3(2b)', 0.0, 0.5, 0.36372000000000004, 'Fe4(2b)', 0.0, 0.5, 0.53234, 'Fe5(2a)', 0.0, 0.0, 0.11273000000000001, 'Fe6(2a)', 0.0, 0.0, 0.61209, 'Fe7(2b)', 0.0, 0.5, 0.19249000000000002, 'Fe8(2a)', 0.0, 0.0, 0.44802000000000003, 'Ta1(2a)', 0.0, 0.0, -0.05324, 'Ta2(2a)', 0.0, 0.0, 0.27674000000000004]","software VASP, k-points mesh 10x13x2, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",40.289,"['1 Co', 1.101, '2 Co', 1.101, '3 Co', 1.456, '4 Co', 1.456, '5 Fe', 2.5540000000000003, '6 Fe', 2.5540000000000003, '7 Fe', 2.257, '8 Fe', 2.257, '9 Fe', 2.224, '10 Fe', 2.224, '11 Fe', 2.64, '12 Fe', 2.64, '13 Fe', 2.718, '14 Fe', 2.718, '15 Fe', 2.343, '16 Fe', 2.343, '17 Fe', 1.956, '18 Fe', 1.956, '19 Fe', 1.645, '20 Fe', 1.645, '21 Ta', -0.397, '22 Ta', -0.397, '23 Ta', -0.352, '24 Ta', -0.352]",1.574,0.0,"software VASP, k-points mesh 10x13x2, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
21,Co2Fe8Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",8,148.058438,"[8.20171, 4.70244, 7.6778]","[90.0, 90.1536, 90.0]","['Co1(2a)', 0.17174, 0.0, 0.75194, 'Co2(2a)', -0.00018, 0.0, -9e-05, 'Fe1(2a)', 0.17124, 0.0, 0.25005, 'Fe2(4b)', 0.58694, 0.24554, 0.49877000000000005, 'Fe3(4b)', 0.25568, 0.25494, -0.00027, 'Fe4(2a)', 0.34185000000000004, 0.0, 0.49866000000000005, 'Fe5(2a)', 0.50641, 0.0, 0.8049900000000001, 'Fe6(2a)', 0.83633, 0.0, 0.31202, 'Ta1(2a)', 0.5038, 0.0, 0.18257, 'Ta2(2a)', 0.8390500000000001, 0.0, 0.68654]","software VASP, k-points mesh 5x10x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",18.576999999999998,"['1 Co', 1.237, '2 Co', 1.188, '3 Fe', 1.8860000000000001, '4 Fe', 1.972, '5 Fe', 1.847, '6 Fe', 2.037, '7 Fe', 1.875, '8 Fe', 1.9500000000000002, '9 Fe', 2.6710000000000003, '10 Fe', 2.757, '11 Ta', -0.417, '12 Ta', -0.427]",1.461,0.0,"software VASP, k-points mesh 5x10x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
22,Co2Fe8Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,148.54442,"[8.26309, 5.78914, 6.59048]","[90.0, 109.54968, 90.0]","['Co1(4g)', 0.0, 0.26589, 0.0, 'Fe1(8j)', 0.33671, 0.24834000000000003, 0.32587000000000005, 'Fe2(4i)', 0.24939000000000003, 0.0, -0.0014600000000000001, 'Fe3(4i)', 0.5856800000000001, 0.0, 0.33739, 'Ta1(4i)', -0.08852, 0.0, 0.6699700000000001]","software VASP, k-points mesh 6x9x9, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",19.746,"['1 Co', 1.45, '2 Co', 1.45, '3 Fe', 1.698, '4 Fe', 1.828, '5 Fe', 1.698, '6 Fe', 1.828, '7 Fe', 2.7119999999999997, '8 Fe', 2.7119999999999997, '9 Fe', 2.62, '10 Fe', 2.62, '11 Ta', -0.434, '12 Ta', -0.434]",1.548,0.0,"software VASP, k-points mesh 6x9x9, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
23,Co2Fe8Ta2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",8,145.192681,"[8.16471, 4.66432, 7.62511]","[90.0, 90.07284, 90.0]","['Co1(2a)', 0.49350000000000005, 0.0, 0.18862, 'Co2(2a)', -0.0006500000000000001, 0.0, -0.00029, 'Fe1(4b)', 0.7448, 0.25447000000000003, 0.0009600000000000001, 'Fe2(4b)', 0.41301000000000004, 0.24592000000000003, 0.49932000000000004, 'Fe3(2a)', 0.65861, 0.0, 0.49894000000000005, 'Fe4(2a)', 0.16358, 0.0, 0.6905300000000001, 'Fe5(2a)', 0.8285800000000001, 0.0, 0.24715, 'Fe6(2a)', 0.8272700000000001, 0.0, 0.7496900000000001, 'Ta1(2a)', 0.16032000000000002, 0.0, 0.31139, 'Ta2(2a)', 0.49597, 0.0, 0.81737]","software VASP, k-points mesh 5x10x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",15.011,"['1 Co', 1.522, '2 Co', 0.874, '3 Fe', 1.455, '4 Fe', 1.658, '5 Fe', 1.54, '6 Fe', 1.713, '7 Fe', 1.604, '8 Fe', 2.662, '9 Fe', 1.262, '10 Fe', 1.526, '11 Ta', -0.396, '12 Ta', -0.41000000000000003]",1.204,0.0,"software VASP, k-points mesh 5x10x10, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
24,Co3Fe12Ta3,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",160,221.013747,"[4.68887, 4.68887, 11.60812]","[90.0, 90.0, 120.0]","['Co1(3a)', 0.0, 0.0, 0.0008600000000000001, 'Fe1(9b)', 0.8325, 0.1675, 0.16772, 'Fe2(3a)', 0.0, 0.0, 0.62368, 'Ta1(3a)', 0.0, 0.0, 0.3749]","software VASP, k-points mesh 10x10x3, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",26.678,"['1 Co', 1.088, '2 Co', 1.088, '3 Co', 1.088, '4 Fe', 1.8559999999999999, '5 Fe', 1.877, '6 Fe', 1.8359999999999999, '7 Fe', 1.8559999999999999, '8 Fe', 1.877, '9 Fe', 1.8359999999999999, '10 Fe', 1.8559999999999999, '11 Fe', 1.877, '12 Fe', 1.8359999999999999, '13 Fe', 2.675, '14 Fe', 2.675, '15 Fe', 2.675, '16 Ta', -0.439, '17 Ta', -0.439, '18 Ta', -0.439]",1.4060000000000001,0.0,"software VASP, k-points mesh 10x10x3, Ecut-off=410.533 eV, PAW_PBE, Co_pv:PAW_PBE:23Apr2009, Fe_pv:PAW_PBE:02Aug2007, Ta_pv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
